423	0	2478
2168	0	2479
1388	4	2353
917	6	2480
548	0	2481
124	3	2454
1188	0	2482
345	4	2353
1049	2	2350
2172	1	2348
1685	6	2483
2228	2	2386
1122	2	2468
1173	2	2378
705	1	2484
463	1	2348
2312	4	2353
1673	0	2485
21	6	2486
71	0	2487
2016	2	2378
1837	0	2488
935	2	2362
24	3	2489
1978	0	2490
95	3	2491
2011	6	2492
1187	4	2376
373	2	2361
1119	3	2493
934	1	2348
156	4	2353
1022	6	2494
372	6	2495
418	0	2496
2078	1	2348
1506	0	2497
1799	1	2348
65	2	2361
1144	6	2498
1144	3	2499
231	4	2353
234	0	2435
1200	0	2500
2184	5	2358
802	2	2361
2090	3	2501
771	5	2358
453	6	2502
549	1	2348
947	3	2503
1905	2	2361
693	5	2358
2317	2	2371
1076	0	2504
243	2	2361
1375	0	2505
1965	2	2354
461	4	2477
1299	1	2348
2	4	2353
15	2	2350
1265	4	2353
1989	2	2368
1436	4	2376
446	2	2404
2276	6	2506
12	6	2507
844	3	2508
2182	1	2348
327	1	2348
310	1	2348
1491	2	2371
960	2	2398
1362	5	2373
962	4	2353
352	6	2509
1952	1	2348
592	0	2510
528	2	2350
1212	3	2407
245	4	2353
393	3	2511
653	3	2512
1997	1	2348
506	4	2353
635	6	2513
212	3	2514
713	3	2515
587	2	2367
1876	1	2348
1974	2	2375
1220	4	2353
1014	6	2516
595	2	2460
2026	0	2517
1546	4	2353
2183	2	2468
1372	4	2518
464	2	2404
96	5	2373
2016	1	2348
88	0	2519
608	5	2373
2131	6	2520
853	6	2359
1081	2	2350
803	2	2367
1566	3	2521
864	2	2361
1457	6	2522
1457	1	2348
1843	0	2523
2177	2	2350
1233	2	2350
789	2	2398
734	2	2404
2230	0	2524
1137	1	2348
436	5	2373
459	2	2364
1854	4	2353
607	1	2348
322	6	2525
322	1	2348
1339	1	2348
1160	2	2350
1988	0	2427
957	5	2358
1429	0	2526
232	2	2350
1930	0	2527
1683	4	2353
1584	6	2528
171	5	2373
2266	2	2468
28	2	2386
1155	5	2358
909	2	2367
995	3	2529
1530	4	2353
2221	2	2350
658	0	2530
644	2	2361
651	2	2398
1434	6	2531
100	2	2350
1007	1	2348
1294	4	2353
108	2	2350
1641	2	2375
405	1	2381
1615	3	2532
474	6	2533
2220	0	2534
711	2	2361
2088	2	2361
801	2	2367
708	2	2371
978	2	2378
1719	2	2465
323	5	2417
1913	0	2535
433	4	2413
691	3	2536
66	1	2348
919	3	2537
1359	0	2538
1006	3	2539
954	2	2362
1697	1	2540
2032	4	2353
43	0	2541
2155	4	2413
538	6	2542
542	2	2371
684	0	2543
1958	0	2544
18	2	2350
2104	3	2545
384	2	2350
1429	0	2546
457	2	2371
41	2	2398
2333	1	2348
499	1	2381
37	6	2427
2138	2	2371
1534	0	2547
1999	5	2358
1181	4	2353
1543	3	2548
200	0	2549
1093	0	2550
1441	4	2353
399	2	2350
546	6	2551
2278	1	2348
58	1	2348
926	2	2361
2281	2	2362
480	3	2446
1998	2	2354
1568	0	2552
2217	3	2553
1728	6	2554
2170	6	2555
1223	6	2556
1562	6	2557
658	1	2558
2252	4	2413
404	2	2361
699	6	2559
339	4	2353
2141	2	2404
1548	4	2477
1996	4	2353
1793	0	2560
1666	0	2561
2279	4	2353
220	6	2431
1907	1	2562
1309	3	2563
1343	4	2413
2148	3	2511
914	2	2361
2204	4	2353
1902	2	2404
893	1	2469
1469	4	2353
618	0	2564
1579	1	2348
210	2	2565
2323	2	2361
376	3	2566
2326	6	2567
249	5	2373
867	3	2568
1549	2	2403
156	5	2417
2265	2	2350
1334	3	2539
1191	4	2353
871	6	2569
786	3	2570
2230	0	2571
1544	4	2353
231	1	2348
231	3	2572
234	2	2350
782	1	2348
1395	2	2465
303	2	2386
1129	0	2573
1686	1	2348
158	2	2574
331	5	2358
1032	3	2575
1779	2	2361
322	2	2354
99	4	2353
1451	5	2358
143	4	2477
609	2	2361
2082	4	2353
2138	1	2348
1999	1	2348
243	0	2576
631	2	2362
521	2	2350
410	1	2381
1975	0	2577
2223	3	2578
1348	2	2460
756	6	2579
446	2	2398
2243	0	2580
327	0	2581
2047	3	2582
324	0	2583
848	4	2353
1109	5	2417
1723	4	2413
128	0	2584
2343	0	2585
1026	2	2361
2270	1	2586
445	0	2587
2065	4	2353
988	2	2361
988	0	2588
262	0	2589
1997	3	2590
2162	1	2348
1948	2	2375
709	2	2371
1077	1	2348
621	2	2367
1296	2	2361
737	6	2591
1798	5	2417
708	0	2592
829	3	2593
810	2	2361
2142	5	2417
2099	1	2463
1447	4	2353
2330	6	2594
1038	6	2595
1760	3	2596
288	0	2597
1513	6	2598
906	2	2350
282	3	2599
260	6	2600
209	2	2465
296	2	2565
512	3	2495
257	4	2353
889	4	2353
802	1	2348
149	6	2601
898	0	2602
2272	5	2417
1065	4	2353
2290	1	2348
1459	4	2353
823	5	2417
1891	2	2361
662	1	2348
966	2	2398
1553	6	2603
1677	3	2604
496	2	2361
1310	2	2361
1512	2	2367
1440	1	2348
640	3	2605
1975	6	2606
1277	2	2361
226	2	2404
1093	3	2607
38	4	2353
2109	4	2353
781	0	2608
511	5	2358
534	6	2609
1647	3	2610
1571	0	2611
1850	1	2381
770	4	2353
1217	2	2468
995	2	2367
667	4	2353
1530	1	2348
1856	6	2612
1980	2	2350
1706	2	2361
1639	2	2565
1944	3	2613
1592	5	2358
514	1	2348
339	0	2614
1754	6	2615
1594	2	2378
830	5	2373
569	2	2350
475	2	2361
1840	5	2358
714	0	2616
504	1	2348
45	3	2617
708	5	2358
1573	0	2380
2212	3	2618
381	6	2619
1413	0	2620
1685	4	2376
1361	0	2621
1725	1	2348
346	2	2361
850	6	2622
1201	5	2623
910	2	2354
2332	6	2624
2053	0	2625
2033	1	2348
2271	0	2626
1452	6	2627
240	1	2348
1630	3	2628
129	2	2371
1382	3	2629
1119	0	2630
350	0	2631
906	0	2632
1764	6	2633
321	0	2634
1403	0	2635
1612	5	2358
2255	6	2636
1185	0	2637
206	5	2358
1337	0	2638
1132	5	2358
4	5	2417
1818	0	2639
973	5	2373
1500	6	2640
1269	4	2413
2007	3	2531
1988	2	2378
425	0	2641
2225	3	2642
484	0	2643
1570	6	2422
1076	2	2375
243	1	2348
2236	6	2644
2003	2	2390
15	4	2353
34	2	2350
556	0	2645
351	1	2348
1571	0	2646
507	1	2348
1321	1	2348
1358	1	2647
1723	0	2648
2307	1	2463
1748	3	2649
2019	0	2650
1084	2	2371
118	0	2651
1574	3	2652
1322	3	2653
2105	1	2348
1148	1	2654
1487	3	2655
1681	2	2403
1000	0	2656
2178	5	2358
955	1	2348
1797	6	2657
1397	4	2353
579	5	2358
560	3	2658
587	0	2659
1795	0	2660
1218	6	2661
1408	2	2361
275	0	2662
1387	4	2353
280	5	2358
1878	2	2350
2163	2	2361
1071	0	2663
636	1	2348
1239	6	2664
1521	6	2665
1739	5	2358
1684	5	2373
731	2	2350
566	1	2348
725	6	2666
989	2	2350
2175	5	2358
1485	0	2667
2255	2	2574
65	6	2668
231	0	2547
953	6	2669
951	2	2404
629	2	2361
1127	3	2670
1937	6	2671
2120	4	2353
1096	2	2361
52	3	2672
1160	5	2358
817	5	2358
425	0	2673
2213	1	2348
2123	3	2674
2344	6	2675
229	0	2676
1180	1	2348
669	1	2484
2035	1	2463
2253	4	2353
151	1	2348
1264	1	2348
2269	2	2350
419	3	2677
1492	6	2627
1587	4	2353
743	6	2678
1470	5	2358
1991	3	2679
1877	3	2680
2217	5	2417
1530	3	2681
94	5	2417
118	5	2358
1993	0	2682
1884	1	2348
339	2	2404
495	3	2683
1773	2	2350
1225	1	2684
1996	6	2685
830	0	2686
1058	4	2353
866	5	2358
354	2	2386
815	1	2463
1075	3	2687
774	6	2688
62	3	2689
1857	5	2358
1156	6	2690
1145	2	2367
1769	6	2666
1208	2	2371
1099	0	2691
2026	3	2692
2154	2	2354
1149	0	2693
1174	2	2390
139	1	2348
180	4	2353
582	2	2378
129	2	2367
1396	3	2694
19	0	2695
500	5	2373
377	0	2696
207	2	2398
881	1	2463
1935	1	2348
1521	2	2398
147	0	2697
485	3	2698
255	3	2699
2166	3	2700
439	4	2353
348	2	2378
1244	2	2361
1341	4	2353
1642	6	2701
1596	0	2702
1500	3	2703
2062	4	2353
314	6	2704
823	2	2378
664	1	2348
274	0	2705
707	3	2706
808	1	2348
37	3	2707
1284	0	2708
1519	2	2367
825	3	2709
2003	2	2361
1304	5	2358
1240	2	2710
1745	3	2711
1893	3	2420
399	6	2712
1027	2	2404
332	2	2565
411	2	2468
2101	2	2350
1538	1	2348
733	2	2361
1272	0	2713
750	6	2714
1471	3	2715
2304	1	2348
658	0	2716
658	0	2717
1373	2	2404
1884	0	2718
434	5	2358
1301	1	2463
873	6	2719
527	5	2358
833	4	2353
1196	2	2378
308	6	2431
2211	0	2720
1797	0	2721
711	1	2348
1050	2	2403
26	6	2722
2203	2	2465
956	4	2353
1369	3	2723
2153	6	2492
0	2	2386
633	0	2724
2148	2	2354
1173	3	2725
605	4	2413
1546	6	2719
133	5	2373
25	1	2348
1372	3	2726
2052	2	2350
1250	0	2727
180	2	2361
547	0	2728
1964	3	2729
317	5	2373
2134	4	2353
2226	6	2730
720	5	2417
1170	0	2731
223	1	2348
377	5	2358
1034	6	2732
650	2	2350
1324	5	2358
1249	4	2353
43	2	2371
1275	3	2733
891	2	2350
1903	6	2734
588	2	2367
145	1	2348
642	4	2376
782	4	2353
1899	3	2735
1933	2	2350
1200	0	2736
181	1	2463
1642	5	2358
2062	2	2350
322	2	2350
314	2	2378
819	2	2404
416	6	2737
1222	2	2361
1815	5	2373
837	2	2361
2129	4	2353
174	1	2348
2247	2	2361
797	5	2417
1677	1	2348
1505	6	2738
1942	2	2361
2327	1	2348
1827	1	2348
413	0	2739
2223	1	2348
2313	4	2353
1777	6	2740
1768	0	2741
2128	4	2353
369	4	2397
112	0	2742
2309	1	2654
1432	4	2353
2304	2	2350
1934	1	2348
2274	6	2506
1924	1	2743
1373	4	2353
1148	6	2740
851	2	2398
123	1	2348
1548	4	2413
795	5	2373
1770	2	2386
117	1	2348
2189	0	2744
1569	2	2398
917	4	2353
313	2	2350
1077	4	2353
2049	2	2468
2136	0	2745
309	0	2746
1726	4	2413
870	1	2747
1747	2	2350
850	4	2353
605	2	2361
1703	1	2654
618	2	2460
1711	4	2353
1743	3	2680
2134	6	2748
857	2	2350
340	0	2749
1437	0	2750
1521	0	2751
90	5	2373
1036	6	2752
2166	5	2623
1025	0	2753
1909	2	2404
953	2	2361
1533	0	2754
1730	6	2755
2086	3	2756
179	1	2757
179	0	2758
455	1	2348
217	2	2350
695	6	2759
1550	4	2397
2129	0	2760
2123	0	2761
266	1	2348
291	6	2762
2286	2	2361
2286	1	2463
640	0	2639
742	1	2463
1376	6	2763
1093	1	2348
2043	2	2465
2196	4	2353
1984	3	2420
1348	6	2764
1169	5	2417
909	0	2396
679	6	2695
491	2	2350
1756	1	2348
879	1	2348
2217	4	2353
1656	2	2350
63	5	2373
2283	0	2765
1026	6	2766
610	6	2767
1993	0	2768
92	2	2350
68	1	2348
1301	6	2769
1744	2	2468
1655	1	2381
100	6	2770
100	0	2770
1941	6	2771
238	1	2348
2231	0	2772
1663	1	2348
1291	2	2468
965	4	2773
1676	2	2465
1674	0	2774
1700	1	2654
1080	3	2775
574	2	2361
1360	5	2417
346	3	2776
971	4	2353
1585	6	2427
247	4	2353
1953	6	2777
608	6	2508
2323	6	2778
1023	4	2353
1588	2	2350
2134	3	2515
591	6	2779
376	2	2386
249	1	2780
703	4	2353
785	0	2781
856	6	2782
1939	6	2783
390	0	2784
1114	0	2431
1482	2	2371
2032	6	2785
1994	0	2786
1161	4	2353
221	0	2787
199	0	2788
132	0	2789
75	1	2348
22	2	2362
682	6	2790
1716	2	2368
1716	1	2348
1885	2	2368
1160	4	2353
1550	1	2348
817	4	2353
1825	5	2358
311	5	2791
2054	1	2348
266	4	2353
697	6	2792
1473	2	2361
640	4	2353
1785	3	2593
2115	4	2353
1555	0	2793
1348	1	2348
596	2	2371
1107	5	2358
828	1	2348
12	4	2353
790	3	2458
1568	2	2371
1865	6	2794
678	2	2361
2315	1	2463
187	2	2361
903	2	2404
424	0	2795
1968	1	2348
530	0	2796
1058	1	2348
1810	2	2797
486	5	2417
307	4	2353
1196	5	2417
2248	2	2398
2061	2	2465
1873	1	2463
2279	2	2468
1051	6	2798
1845	2	2398
1896	5	2358
1218	3	2799
1369	5	2417
1733	2	2361
1343	0	2800
2153	3	2801
1003	2	2404
605	0	2802
1982	2	2404
1174	2	2350
1313	5	2373
636	6	2714
433	2	2404
1630	2	2371
1650	5	2358
249	6	2803
2063	2	2361
207	2	2371
690	5	2791
752	3	2804
437	3	2805
276	0	2806
418	1	2348
981	1	2348
1761	1	2348
1909	4	2413
588	0	2807
1526	1	2348
1642	2	2468
1730	4	2413
897	1	2348
2083	2	2350
2272	4	2353
943	5	2373
1988	1	2348
1065	1	2348
823	4	2353
228	3	2808
969	4	2353
1620	1	2348
2129	6	2809
1300	2	2361
160	2	2465
341	1	2348
2224	2	2361
638	6	2810
1221	5	2373
1613	0	2435
229	4	2353
2303	4	2353
1545	4	2353
1545	5	2358
410	6	2811
2227	0	2812
391	6	2813
2	3	2814
48	2	2361
1240	3	2815
2107	0	2816
1169	4	2353
1279	3	2817
979	1	2348
251	0	2818
1587	6	2431
1828	6	2819
477	0	2820
480	2	2362
109	2	2468
120	2	2398
2339	3	2821
1656	6	2822
2307	1	2348
842	2	2362
877	1	2348
1494	5	2358
1688	0	2823
1653	0	2824
1342	2	2354
846	4	2353
757	2	2710
1987	2	2350
815	3	2715
1997	2	2367
1367	5	2373
621	1	2825
2124	4	2413
1188	2	2368
1660	6	2826
595	6	2827
346	2	2371
172	4	2353
1600	2	2361
139	4	2353
1892	1	2348
1575	0	2380
198	1	2828
1478	2	2404
249	2	2367
1209	6	2829
500	0	2830
370	0	2831
176	5	2358
505	1	2463
1298	2	2350
175	2	2361
2265	6	2832
811	4	2353
211	1	2348
2093	2	2710
1227	5	2373
676	2	2354
2245	2	2404
1684	1	2348
2296	3	2833
885	4	2413
1271	2	2362
388	0	2834
1036	3	2835
199	4	2376
613	4	2413
1137	6	2836
1631	1	2348
131	4	2353
994	4	2413
826	2	2367
744	0	2837
1013	2	2350
217	1	2348
1228	1	2348
1917	1	2348
1905	1	2348
1219	1	2348
1767	2	2361
1891	2	2350
1235	1	2348
1300	6	2838
571	5	2358
694	2	2371
1604	0	2609
860	2	2367
1841	5	2358
1155	6	2839
2278	4	2353
39	5	2358
1985	4	2353
2281	0	2840
2182	4	2353
1749	1	2841
233	3	2842
2174	0	2812
814	0	2843
361	2	2361
177	0	2844
944	0	2845
1640	4	2353
1353	6	2391
970	2	2565
1280	1	2348
47	3	2846
1934	4	2376
1921	0	2847
851	5	2358
1773	0	2848
830	0	2849
214	2	2465
393	5	2358
2000	2	2465
2000	0	2850
1948	0	2851
2113	1	2348
855	5	2417
62	6	2852
1573	3	2853
70	3	2854
2228	4	2413
1064	0	2855
1003	4	2413
440	2	2350
1703	3	2531
2163	0	2856
519	3	2699
922	1	2586
359	6	2857
2089	0	2858
1002	6	2859
2336	6	2860
36	1	2654
2222	2	2361
575	2	2465
249	0	2803
692	6	2861
1324	2	2371
1249	0	2862
1227	2	2350
1684	4	2353
1682	2	2361
2175	3	2863
1386	2	2361
2192	3	2864
1168	1	2348
629	5	2358
1861	1	2348
1086	3	2865
2130	1	2348
1290	6	2866
1668	2	2710
2135	3	2837
1918	3	2867
2213	0	2868
1270	6	2869
1300	4	2353
2123	2	2364
716	4	2353
358	6	2870
1559	3	2871
130	5	2358
825	1	2348
461	2	2350
1169	2	2386
754	2	2361
814	1	2348
1759	5	2417
2307	6	2872
2307	2	2371
678	0	2873
1350	5	2358
1707	3	2874
128	2	2361
672	3	2875
1562	0	2876
404	1	2381
657	5	2358
2105	2	2398
578	4	2353
123	2	2361
1116	3	2877
167	6	2494
1941	1	2348
2111	5	2417
1499	1	2348
1873	3	2878
1969	0	2425
1241	6	2879
2219	4	2376
2159	1	2348
2212	2	2367
1309	4	2353
1835	6	2880
689	3	2881
2306	1	2348
139	5	2358
2137	3	2837
2016	2	2386
36	2	2565
1588	3	2882
454	1	2348
1081	1	2348
2326	0	2883
272	2	2371
2085	1	2463
86	4	2353
20	6	2678
1074	1	2348
1416	6	2884
2147	4	2353
908	4	2518
927	4	2353
1380	1	2463
1506	4	2353
769	4	2413
2139	6	2769
2310	2	2361
357	3	2885
2184	1	2348
431	1	2540
1098	2	2361
78	2	2350
1303	0	2886
31	1	2887
1938	3	2888
2054	6	2759
2334	0	2889
1677	4	2353
1277	1	2586
1101	2	2361
1572	6	2890
1572	5	2358
2269	2	2468
332	3	2891
2101	2	2361
335	5	2358
1268	2	2362
6	6	2892
814	2	2350
1865	2	2367
1995	3	2893
1558	0	2894
2283	0	2895
1017	1	2348
424	0	2549
1727	1	2348
1499	2	2361
1678	0	2896
831	2	2350
727	3	2897
1106	2	2378
62	0	2898
1083	3	2899
1573	2	2361
829	0	2900
1726	5	2417
460	4	2353
1003	1	2463
1111	0	2901
2142	4	2413
2058	0	2902
696	0	2903
2201	1	2348
632	1	2348
729	2	2350
60	2	2403
691	4	2353
10	0	2904
7	3	2905
1816	6	2906
1563	6	2907
1410	0	2908
627	6	2909
1316	6	2910
1651	6	2911
1338	0	2912
283	3	2913
2188	4	2353
244	1	2348
1082	0	2456
1125	0	2914
252	6	2915
218	5	2358
2187	1	2654
18	3	2916
1855	5	2358
562	2	2386
1345	2	2361
99	2	2362
1938	5	2358
1919	0	2917
3	2	2361
2123	1	2348
807	2	2350
544	2	2404
1439	5	2373
1046	1	2463
1376	2	2361
1304	2	2361
1867	6	2918
1279	1	2348
511	2	2565
491	2	2378
335	2	2350
597	0	2919
94	2	2378
975	2	2350
47	1	2348
1430	3	2920
1393	6	2383
920	0	2921
2191	2	2367
1627	5	2358
1355	2	2367
203	6	2922
946	5	2358
985	2	2410
1987	0	2923
660	6	2924
855	2	2565
2295	4	2353
847	5	2358
2172	6	2925
1413	2	2710
594	2	2367
2180	6	2926
1469	2	2404
1126	6	2927
2271	1	2348
2020	4	2353
974	5	2358
780	0	2453
758	1	2348
1717	0	2928
1567	1	2348
591	2	2378
198	5	2417
1170	4	2353
1335	2	2361
1776	4	2353
409	3	2929
1843	4	2353
1141	0	2584
2166	1	2348
1166	5	2417
44	4	2353
1381	0	2930
294	0	2931
1341	2	2378
458	1	2348
149	2	2460
185	3	2932
1060	5	2358
2073	5	2358
2200	2	2403
1451	6	2933
1412	1	2348
143	1	2348
918	2	2361
638	0	2721
2098	5	2417
1117	4	2353
821	1	2348
1194	2	2710
1777	0	2934
1422	3	2935
2025	4	2353
1985	2	2404
12	2	2404
6	1	2654
6	0	2936
120	0	2937
836	1	2348
1040	4	2353
1040	5	2358
63	1	2348
1558	0	2938
2015	2	2371
1094	3	2939
61	5	2358
706	4	2413
1388	0	2432
1840	1	2348
290	4	2353
1641	1	2463
635	5	2358
1704	5	2417
550	3	2940
293	0	2941
26	1	2348
1099	0	2551
67	6	2942
2194	2	2390
2052	3	2943
974	1	2348
2110	1	2348
1837	4	2376
748	0	2944
1634	3	2945
2257	2	2350
563	3	2946
471	0	2947
1344	4	2353
176	2	2371
1391	6	2383
649	2	2350
1171	0	2948
1114	3	2431
407	1	2348
407	0	2949
1739	2	2465
2296	0	2950
885	5	2358
1271	6	2951
183	5	2417
1443	0	2952
206	6	2953
896	0	2954
826	1	2348
1406	1	2348
1716	4	2353
1746	6	2955
1013	2	2362
137	1	2654
2001	1	2348
583	6	2956
2206	4	2353
1825	2	2386
887	2	2371
1864	0	2957
443	1	2348
544	5	2623
1604	4	2356
1836	0	2958
1281	5	2373
253	6	2959
102	2	2367
681	2	2375
502	2	2350
536	0	2960
1950	6	2961
1950	1	2348
909	0	2962
738	6	2963
1207	5	2417
411	3	2964
360	5	2358
1898	1	2348
2281	2	2465
770	5	2417
1593	0	2965
233	2	2361
879	1	2966
1565	1	2348
1358	5	2358
2164	0	2711
2074	2	2361
1053	3	2967
178	4	2353
1996	0	2968
932	2	2361
1627	6	2969
1379	6	2970
946	6	2971
1499	0	2972
1879	2	2361
1862	3	2973
248	2	2398
1484	6	2974
1662	2	2361
1845	4	2353
173	0	2975
1031	6	2976
1444	1	2348
2238	0	2977
1014	0	2516
1173	6	2978
159	1	2348
740	3	2979
2340	1	2348
1698	1	2348
726	3	2980
582	0	2981
2289	3	2352
1119	2	2468
1276	5	2373
1557	1	2348
286	2	2361
1886	3	2982
340	2	2361
197	2	2386
2147	1	2348
2146	0	2983
734	2	2350
1595	2	2465
1909	1	2348
1632	6	2984
968	1	2348
953	1	2654
1958	4	2356
1138	3	2985
555	2	2386
1366	6	2986
581	6	2987
1345	0	2485
1737	3	2988
2235	1	2348
1988	0	2389
1066	5	2358
553	0	2551
41	3	2989
918	1	2348
606	2	2465
2334	0	2990
643	3	2991
669	1	2586
2236	0	2992
1690	3	2993
1867	0	2994
1072	2	2371
892	5	2358
1808	2	2367
399	0	2995
2024	1	2348
1392	2	2361
511	0	2996
937	5	2417
1786	2	2371
2307	3	2997
1159	1	2348
1251	2	2350
1977	3	2998
514	2	2361
651	0	2852
1657	2	2361
1393	2	2361
2168	4	2353
2178	2	2350
2171	2	2403
686	6	2999
757	2	2378
1987	2	2390
2122	3	3000
1051	4	2353
774	4	2353
1957	4	2353
1894	5	2373
312	2	2404
574	2	2375
1411	0	3001
236	3	3002
1071	2	2465
977	5	2358
1949	0	3003
1226	1	2348
997	3	3004
2195	5	2373
54	6	3005
564	2	2404
77	0	3006
242	2	2361
1529	5	2417
2143	2	2371
508	2	2361
2321	1	2348
485	0	3007
1177	0	3008
442	2	2350
1254	3	3009
927	6	3010
1909	2	2350
2230	6	2428
1799	6	3011
1325	4	2353
2280	1	2348
1166	1	2348
436	2	2361
1933	6	3012
868	4	2353
2184	2	2398
2198	0	3013
1366	2	2350
453	2	2362
2036	0	3014
1891	2	2710
945	5	2358
1645	6	3015
2333	6	2740
2054	4	2353
29	2	2404
291	4	2353
1375	6	3016
1709	4	2353
1604	2	2404
742	1	2381
40	5	2373
391	1	2348
97	2	2361
1265	2	2361
38	5	2417
1192	1	2348
788	3	3017
332	1	2654
1638	2	2361
790	5	2417
1906	1	3018
1906	0	3019
602	3	3020
1696	2	2404
874	1	2348
2164	0	3021
1153	1	2469
1432	1	2348
970	4	2397
1112	1	2469
1921	2	2350
2106	5	2373
1393	0	2383
1212	5	2417
1352	0	3022
486	2	2361
683	1	2348
1615	5	2358
2061	5	2373
1507	5	2417
560	0	3023
2295	1	2348
1049	6	3024
1172	4	2353
1520	1	2348
2153	4	2353
315	1	2348
2204	6	2690
1111	1	2348
2208	1	2348
2256	0	2431
1229	2	2460
380	2	2468
1717	2	2375
1912	0	3025
192	2	2361
1842	3	3026
77	1	2348
1209	0	3027
2293	2	2371
614	4	2353
1410	2	2404
1529	4	2353
704	6	3028
340	3	3029
1651	2	2375
1191	2	2362
1089	2	2367
1654	2	2710
437	1	2654
383	6	3030
439	2	2465
1258	0	3031
1702	0	3032
1044	2	2350
782	2	2361
2259	6	3033
1337	0	3034
1012	0	3035
22	1	2463
149	2	2378
2288	6	3036
2206	0	3037
2272	1	2348
639	5	2358
2103	2	2468
1090	5	2358
1919	6	3038
1919	2	2386
2054	0	3039
1085	2	2362
1503	6	3040
1999	0	3041
1643	5	2358
2035	5	2417
1028	6	2589
1093	6	3042
1827	4	2413
938	5	2417
993	3	3043
1940	1	2348
360	1	2348
1865	1	2348
2125	1	2348
164	4	3044
1562	2	2362
1394	3	2383
586	2	2410
530	2	2361
1554	2	2361
1525	2	2468
757	2	2386
91	0	3045
238	2	2354
2113	5	2373
1296	4	2353
2337	1	2654
713	4	2353
2055	3	3046
2219	4	2413
1080	1	2348
794	4	2353
1660	0	2826
1257	3	3047
280	0	3048
136	6	2741
1164	0	3049
1617	2	2350
2163	1	2586
618	0	2736
1417	4	2353
519	4	2518
1372	2	2361
2336	3	3050
1523	4	2353
1523	1	2348
